MediaId,CountryID
1253,7
1254,1
1255,1
1256,0
1257,1
1257,7
1258,17
1259,20
1259,13
1260,1
1261,19
1262,25
1262,66
1263,0
1264,1
1264,43
1265,1
1266,3
1267,66
1267,32
1268,7
1269,1
1269,35
1270,44
1271,1
1271,35
1272,0
1273,1
1274,17
1275,1
1276,1
1277,0
1278,1
1279,1
1280,16
1281,6
1282,3
1283,3
1284,1
1285,16
1285,1
1285,6
1286,21
1287,38
1288,6
1289,1
1290,0
1291,6
1291,1
1292,3
1293,64
1294,3
1295,7
1296,3
1297,21
1298,1
1299,21
1300,0
1301,1
1302,6
1303,1
1304,1
1305,1
1306,3
1307,1
1308,1
1309,6
1310,1
1311,1
1312,18
1313,6
1314,1
1315,1
1316,19
1317,3
1318,6
1319,1
1320,10
1321,67
1322,10
1323,19
1324,44
1325,1
1326,52
1327,41
1328,1
1329,1
1330,13
1331,1
1332,1
1333,1
1334,1
1334,68
1334,24
1335,15
1336,1
1337,13
1338,69
1339,19
1340,32
1341,38
1342,1
1343,21
1344,1
1345,23
1346,15
1347,41
1348,19
1348,20
1348,1
1349,1
1350,35
1351,1
1352,10
1353,1
1354,1
1355,16
1356,1
1357,1
1358,6
1359,1
1360,6
1360,1
1360,12
1361,55
1362,1
1363,16
1363,1
1363,13
1364,1
1365,1
1366,13
1367,70
1367,1
1368,1
1369,19
1370,1
1371,6
1372,1
1373,44
1374,11
1375,1
1376,1
1377,3
1378,1
1379,12
1379,1
1380,18
1381,1
1381,6
1382,0
1383,0
1384,16
1385,21
1386,17
1387,70
1387,19
1388,1
1388,13
1389,3
1389,1
1390,1
1391,6
1391,29
1392,1
1393,10
1394,1
1395,1
1396,1
1397,1
1398,6
1398,19
1398,1
1399,1
1399,43
1400,1
1401,1
1402,1
1403,1
1404,32
1405,1
1406,51
1406,1
1407,1
1408,1
1408,21
1409,1
1409,16
1410,1
1411,3
1412,1
1413,21
1414,44
1415,44
1416,1
1417,1
1418,25
1419,0
1420,6
1421,1
1422,13
1423,3
1424,3
1425,16
1425,1
1425,71
1426,1
1427,3
1428,6
1429,3
1429,13
1430,3
1431,1
1432,11
1433,19
1434,44
1435,13
1435,16
1436,16
1436,51
1436,1
1437,0
1438,1
1439,13
1440,1
1441,10
1441,1
1442,3
1443,0
1444,1
1445,1
1446,58
1447,1
1448,1
1448,16
1449,1
1450,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,6
1460,1
1461,10
1462,1
1463,0
1464,16
1464,6
1464,1
1465,1
1466,1
1467,1
1468,6
1468,7
1468,13
1468,1
1469,21
1470,1
1471,1
1472,0
1473,3
1474,1
1475,44
1476,44
1477,1
1478,1
1479,46
1479,1
1480,23
1481,6
1482,38
1483,0
1484,21
1485,1
1486,1
1486,16
1487,1
1488,72
1489,13
1489,40
1490,3
1491,16
1492,3
1493,1
1494,55
1495,1
1496,44
1497,44
1498,55
1499,1
1500,1
1501,38
1502,1
1503,1
1504,21
1505,48
1506,1
1507,6
1507,14
1507,7
1507,1
1507,12
1507,17
1507,13
1507,29
1508,6
1509,6
1510,1
1511,1
1511,6
1512,45
1513,6
1514,1
1515,2
1516,1
1517,58
1518,1
1519,0
1520,49
1521,3
1522,49
1523,49
1524,35
1525,16
1526,44
1527,55
1528,48
1529,21
1530,55
1531,1
1532,0
1533,32
1534,0
1535,55
1535,16
1535,6
1535,1
1536,2
1537,1
1538,1
1539,1
1539,17
1540,17
1541,1
1542,6
1543,3
1544,1
1545,16
1546,1
1547,1
1548,1
1549,1
1550,29
1550,13
1550,56
1550,1
1550,10
1550,20
1550,6
1550,27
1551,1
1552,6
1552,16
1552,1
1553,1
1554,1
1555,53
1556,13
1557,0
1558,1
1559,1
1560,19
1561,1
1562,3
1563,17
1564,16
1564,1
1565,0
1566,55
1567,55
1568,55
1569,55
1570,42
1571,45
1572,23
1573,1
1574,1
1575,1
1576,22
1577,1
1578,32
1579,47
1580,1
1581,1
1582,0
1583,1
1584,21
1585,1
1586,0
1587,13
1588,38
1589,16
1590,3
1591,1
1592,1
1593,7
1594,2
1595,11
1596,1
1597,0
1598,1
1599,55
1600,13
1600,20
1601,0
1602,32
1603,55
1604,6
1605,56
1606,44
1607,41
1608,7
1609,1
1609,13
1609,73
1610,1
1611,1
1611,23
1612,1
1613,1
1614,6
1615,19
1615,23
1616,1
1617,1
1618,1
1619,1
1619,29
1619,6
1619,3
1620,6
1620,22
1621,27
1621,1
1622,12
1622,1
1623,1
1623,16
1624,1
1625,1
1625,74
1625,13
1625,6
1626,21
1627,1
1627,15
1627,16
1628,1
1629,6
1630,55
1631,55
1632,1
1633,1
1634,1
1635,21
1636,1
1637,1
1638,19
1639,3
1640,12
1641,7
1642,1
1643,23
1644,21
1645,55
1646,1
1647,1
1648,55
1649,6
1650,17
1651,6
1651,1
1652,16
1653,0
1654,3
1655,18
1656,1
1657,1
1658,25
1659,45
1660,1
1661,1
1662,21
1663,45
1664,1
1665,1
1665,28
1666,65
1667,1
1668,15
1669,0
1670,1
1671,3
1672,1
1673,1
1674,3
1675,3
1676,3
1677,3
1678,55
1679,3
1680,3
1681,3
1682,1
1683,55
1684,3
1685,1
1686,1
1686,17
1687,1
1688,1
1689,1
1690,6
1690,1
1691,1
1692,1
1692,16
1693,1
1694,17
1695,1
1696,16
1697,16
1697,1
1697,29
1698,1
1699,6
1699,1
1700,1
1701,1
1702,1
1703,3
1704,1
1705,32
1706,23
1707,19
1708,55
1709,11
1710,55
1711,1
1712,21
1713,3
1714,25
1715,1
1715,16
1716,32
1717,12
1718,1
1719,1
1720,53
1720,16
1720,13
1721,61
1722,1
1723,1
1724,0
1725,17
1725,16
1725,1
1726,18
1727,1
1728,38
1729,19
1729,13
1729,16
1730,1
1731,12
1732,1
1733,55
1734,25
1735,16
1736,55
1737,1
1738,45
1739,16
1740,16
1741,52
1742,3
1743,7
1744,17
1745,0
1746,0
1747,16
1748,16
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,16
1755,1
1756,1
1757,1
1758,1
1759,16
1760,46
1760,22
1760,16
1760,1
1761,1
1761,13
1761,46
1762,1
1763,1
1763,15
1763,35
1764,1
1765,6
1765,13
1765,7
1765,1
1766,13
1766,1
1767,21
1768,19
1768,43
1768,1
1769,1
1770,21
1771,1
1772,32
1773,58
1774,12
1775,1
1776,6
1777,18
1778,3
1779,0
1780,1
1781,13
1782,1
1783,23
1784,10
1784,19
1785,55
1786,1
1787,0
1788,1
1789,41
1790,1
1791,1
1792,1
1793,25
1794,1
1795,38
1796,3
1797,29
1797,67
1797,20
1798,12
1799,32
1800,7
1801,1
1802,15
1802,1
1803,1
1804,19
1805,1
1806,1
1807,58
1808,55
1809,6
1810,55
1811,16
1811,20
1812,1
1813,16
1813,6
1814,1
1815,6
1816,16
1817,1
1818,53
1819,53
1820,53
1821,53
1821,57
1821,13
1821,36
1821,7
1822,53
1823,13
1823,20
1823,23
1824,53
1825,53
1825,1
1825,57
1826,53
1826,13
1827,13
1827,53
1828,13
1828,53
1828,6
1829,0
1830,13
1830,58
1830,53
1830,20
1831,53
1832,53
1832,16
1832,13
1833,52
1833,9
1833,6
1833,46
1833,48
1834,1
1835,21
1836,6
1837,65
1838,1
1839,1
1840,13
1841,10
1841,19
1842,1
1843,1
1843,6
1843,3
1844,1
1844,28
1845,1
1846,1
1847,45
1848,6
1849,1
1850,44
1850,48
1851,44
1852,1
1853,1
1854,3
1855,1
1856,38
1857,1
1858,10
1859,3
1860,6
1861,1
1862,3
1863,3
1864,3
1865,1
1866,3
1867,3
1868,1
1869,1
1870,3
1871,11
1871,21
1872,16
1873,1
1874,1
1875,13
1876,21
1877,25
1878,21
1879,1
1879,16
1880,1
1881,28
1882,1
1883,6
1884,16
1885,1
1886,3
1887,1
1887,6
1888,16
1889,11
1890,0
1891,0
1892,11
1893,0
1894,1
1895,1
1896,12
1897,18
1898,3
1899,23
1900,11
1901,1
1902,10
1903,49
1904,73
1904,1
1905,1
1906,2
1907,1
1908,21
1909,17
1910,1
1911,32
1912,1
1913,31
1914,1
1914,10
1915,0
1916,7
1916,9
1917,1
1917,6
1918,25
1919,17
1920,0
1921,42
1922,1
1922,39
1923,1
1924,1
1925,1
1926,10
1927,1
1928,75
1929,17
1930,1
1931,6
1931,65
1932,1
1933,1
1934,12
1935,1
1936,1
1937,1
1938,2
1938,1
1939,3
1940,3
1941,3
1942,3
1943,3
1944,3
1945,3
1946,3
1947,3
1948,1
1949,1
1950,1
1951,3
1952,7
1953,0
1954,0
1955,1
1956,21
1957,0
1958,1
1958,3
1959,1
1960,6
1961,1
1962,1
1963,1
1964,17
1965,17
1966,17
1967,17
1968,17
1969,0
1970,17
1971,45
1972,3
1973,3
1974,0
1975,3
1976,3
1977,3
1978,3
1979,1
1980,1
1981,1
1982,44
1983,3
1984,0
1985,13
1986,6
1987,0
1988,1
1989,7
1990,23
1991,1
1992,6
1992,13
1992,7
1992,19
1993,0
1994,41
1995,1
1996,1
1997,19
1998,6
1998,13
1998,1
1998,20
1998,67
1998,15
1998,7
1999,6
2000,43
2000,1
2001,6
2002,13
2002,1
2003,1
2004,1
2004,13
2004,16
2004,20
2005,0
2006,18
2007,6
2007,15
2008,10
2009,13
2010,1
2011,1
2012,7
2012,15
2012,6
2013,19
2014,6
2015,0
2016,3
2017,3
2018,3
2019,3
2020,3
2021,3
2022,1
2023,1
2024,3
2025,11
2026,3
2027,3
2028,44
2029,45
2030,1
2031,3
2032,13
2033,1
2034,19
2035,25
2036,1
2037,21
2038,21
2039,2
2040,11
2041,0
2042,1
2043,12
2043,31
2043,1
2044,6
2045,1
2046,1
2047,2
2048,1
2049,18
2050,55
2051,32
2052,44
2053,1
2054,6
2055,1
2056,7
2057,7
2057,1
2058,50
2059,0
2060,27
2060,56
2060,1
2061,55
2062,48
2063,17
2064,1
2065,46
2066,17
2066,1
2067,17
2068,17
2069,1
2070,13
2071,13
2071,12
2071,7
2072,1
2073,1
2074,1
2075,3
2076,19
2077,1
2078,23
2079,17
2080,1
2080,20
2080,16
2080,13
2081,6
2082,16
2083,3
2084,1
2085,1
2086,6
2086,1
2087,3
2088,2
2088,76
2089,19
2090,17
2091,1
2092,38
2093,1
2094,35
2095,1
2095,55
2096,1
2097,1
2098,6
2099,1
2100,1
2101,1
2102,0
2103,18
2104,3
2105,10
2106,1
2107,16
2108,1
2109,21
2110,1
2111,45
2112,25
2113,1
2114,1
2115,0
2116,1
2117,18
2118,44
2119,1
2120,44
2121,6
2121,1
2122,1
2122,6
2122,16
2122,15
2123,21
2124,0
2125,46
2126,42
2127,3
#N/A,32
2129,0
2130,16
2131,1
2131,18
2132,6
2133,1
2134,1
2135,35
2136,1
2137,17
2138,13
2139,6
2139,1
2140,1
2140,13
2141,1
2142,3
2143,1
2144,1
2145,1
2146,17
2147,1
2148,0
2149,18
2150,1
2150,16
2150,6
2151,7
2152,19
2153,0
2154,7
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,16
2162,64
2163,46
2163,1
2164,13
2165,0
2166,1
2167,0
2168,1
2169,32
2170,1
2171,1
2172,1
2173,1
2174,1
2175,16
2176,17
2177,1
2178,16
2179,16
2180,11
2180,1
2181,17
2182,1
2183,0
2184,16
2185,6
2186,7
2187,3
2188,2
2189,1
2190,1
2191,1
2191,16
2192,77
2192,7
2192,58
2193,1
2194,3
2195,0
2196,18
2197,78
2198,32
2198,13
2199,41
2200,1
2201,1
2202,1
2203,1
2204,1
2205,3
2206,15
2207,3
2208,15
2208,19
2208,21
2208,1
2209,1
2210,18
2211,19
2211,7
2212,17
2213,19
2214,6
2214,1
2215,1
2216,21
2217,2
2218,1
2219,58
2220,1
2221,27
2221,15
2222,6
2223,0
2224,6
2225,13
2225,20
2225,67
2225,68
2225,0
2226,13
2227,12
2228,6
2228,12
2229,1
2230,1
2231,32
2232,18
2233,1
2234,13
2234,20
2235,18
2236,10
2237,0
2238,1
2239,79
2240,18
2241,23
2242,1
2243,12
2244,13
2245,2
2246,32
2247,1
2248,45
2249,1
2250,1
2251,1
2252,20
2253,0
2254,17
2255,11
2256,21
2257,31
2258,1
2259,12
2260,1
2261,1
2261,13
2262,0
2263,1
2263,15
2264,0
2265,3
2266,3
2267,3
2268,3
2269,3
2270,3
2271,3
2272,3
2273,3
2274,3
2275,3
2276,43
2277,3
2278,3
2279,3
2280,3
2281,3
2282,3
2283,3
2284,1
2285,3
2286,3
2287,3
2288,3
2289,3
2290,3
2291,3
2292,3
2293,3
2294,19
2295,1
2296,44
2296,6
2297,36
2297,13
2297,20
2297,1
2298,17
2299,1
2300,1
2301,4
2302,1
2303,32
2304,1
2305,23
2306,6
2307,38
2308,1
2308,16
2309,19
2310,11
2311,16
2312,1
2312,7
2312,16
2313,11
2314,1
2315,6
2315,1
2316,1
2317,19
2317,13
2317,16
2317,1
2318,1
2318,10
2319,13
2320,23
2321,17
2322,1
2323,66
2323,23
2324,6
2324,18
2325,44
2326,18
2327,0
2328,7
2328,1
2329,12
2330,35
2331,1
2332,1
2333,18
2334,55
2335,3
2336,0
2337,3
2338,21
2339,3
2340,3
2341,3
2342,1
2343,3
2344,6
2345,66
2346,1
2347,1
2348,3
2349,18
2350,21
2351,1
2352,18
2353,1
2354,3
2355,13
2355,45
2356,1
2357,1
2358,1
2359,13
2360,32
2361,11
2362,45
2362,13
2363,1
2364,13
2364,32
2364,19
2364,20
2365,17
2366,45
2366,40
2367,13
2367,45
2368,45
2369,45
2370,45
2371,0
2372,55
2373,43
2374,45
2375,53
2376,45
2377,45
2378,16
2378,21
2378,1
2379,1
2380,6
2380,1
2381,1
2382,18
2382,6
2383,1
2384,1
2385,6
2385,1
2386,25
2386,19
2387,49
2388,18
2389,1
2390,3
2391,1
2392,44
2393,3
2394,1
2395,0
2396,1
2396,13
2396,16
2397,7
2398,1
2399,17
2400,17
2401,10
2402,41
2402,1
2403,57
2403,34
2403,53
2403,42
2404,42
2405,23
2406,1
2407,1
2408,1
2409,21
2410,32
2411,21
2412,1
2413,41
2414,3
2415,3
2416,1
2416,10
2416,19
2416,74
2417,1
2418,1
2419,45
2420,1
2421,3
2422,18
2423,1
2424,1
2424,16
2425,1
2426,0
2427,17
2428,11
2429,11
2430,45
2431,1
2432,1
2433,0
2434,45
2435,45
2436,45
2437,0
2438,45
2439,45
2440,45
2441,16
2442,42
2442,57
2443,45
#N/A,45
2445,17
2446,3
2447,80
2448,21
2449,57
2450,17
2451,17
2452,17
2452,1
2453,21
2454,21
2455,1
2456,6
2456,7
2456,57
2456,31
2457,24
2457,1
2458,57
2459,3
2460,1
2461,13
2461,45
2462,29
2463,17
2464,57
2465,57
2466,25
2467,12
2468,10
2468,1
2469,12
2470,15
2471,1
2472,1
2473,3
2474,1
2475,44
2476,44
2477,6
2478,18
2479,17
2480,1
2481,16
2482,44
2483,47
2484,0
2485,0
2486,66
2487,21
2488,45
